TIME                   CONTENT
1.000000000000e+006    1.834573489270e-003
2.000000000000e+006    1.841686378263e-003
3.000000000000e+006    1.841714511562e-003
4.000000000000e+006    1.841714623151e-003
5.000000000000e+006    1.841714623158e-003
6.000000000000e+006    1.841714623158e-003
7.000000000000e+006    1.841714623158e-003
8.000000000000e+006    1.841714623158e-003
9.000000000000e+006    1.841714623158e-003
1.000000000000e+007    1.841714623158e-003
2.000000000000e+007    1.841714623158e-003
3.000000000000e+007    1.841714623158e-003
4.000000000000e+007    1.841714623158e-003
5.000000000000e+007    1.841714623158e-003
6.000000000000e+007    1.841714623158e-003
7.000000000000e+007    1.841714623158e-003
8.000000000000e+007    1.841714623158e-003
9.000000000000e+007    1.841714623158e-003
1.000000000000e+008    1.841714623158e-003
1.100000000000e+008    1.841714623158e-003
2.100000000000e+008    1.841714623158e-003
3.100000000000e+008    1.841714623158e-003
4.100000000000e+008    1.841714623158e-003
5.100000000000e+008    1.841714623158e-003
6.100000000000e+008    1.841714623158e-003
7.100000000000e+008    1.841714623158e-003
8.100000000000e+008    1.841714623158e-003
9.100000000000e+008    1.841714623158e-003
1.010000000000e+009    1.841714623158e-003
1.110000000000e+009    1.841714623158e-003
2.110000000000e+009    1.841714623158e-003
3.110000000000e+009    1.841714623158e-003
4.110000000000e+009    1.841714623158e-003
5.110000000000e+009    1.841714623158e-003
6.110000000000e+009    1.841714623158e-003
7.110000000000e+009    1.841714623158e-003
8.110000000000e+009    1.841714623158e-003
9.110000000000e+009    1.841714623158e-003
1.011000000000e+010    1.841714623158e-003
1.111000000000e+010    1.841714623158e-003
2.111000000000e+010    1.841714623158e-003
3.111000000000e+010    1.841714623158e-003
4.111000000000e+010    1.841714623158e-003
5.111000000000e+010    1.841714623158e-003
6.111000000000e+010    1.841714623158e-003
7.111000000000e+010    1.841714623158e-003
8.111000000000e+010    1.841714623158e-003
9.111000000000e+010    1.841714623158e-003
1.011100000000e+011    1.841714623158e-003
1.111100000000e+011    1.841714623158e-003
2.111100000000e+011    1.841714623158e-003
3.111100000000e+011    1.841714623158e-003
4.111100000000e+011    1.841714623158e-003
5.111100000000e+011    1.841714623158e-003
6.111100000000e+011    1.841714623158e-003
7.111100000000e+011    1.841714623158e-003
8.111100000000e+011    1.841714623158e-003
9.111100000000e+011    1.841714623158e-003
1.011110000000e+012    1.841714623158e-003
1.111110000000e+012    1.841714623158e-003
